metabolite	cycle	x	y	conc_mmol
mg2_e	31	1	1	999.99989068
mn2_e	31	1	1	1000.0
mobd_e	31	1	1	999.99995628
na1_e	31	1	1	999.99994534
nh4_e	31	1	1	999.83506761
ni2_e	31	1	1	999.99995628
o2_e	31	1	1	998.49330009
pi_e	31	1	1	999.98546414
so4_e	31	1	1	999.99714804
tpha_e	31	1	1	9.8920164428
zn2_e	31	1	1	999.99995628
34dhbz_e	32	1	1	5.9647468131e-05
C80aPHA_e	32	1	1	0.043544766089
ca2_e	32	1	1	99.999931594
cbl1_e	32	1	1	0.001
cl_e	32	1	1	999.99993159
